SecuCode,InfoPublDate,tag
002782,2015-12-31,电子元器件
002783,2015-12-31,基础化工
002785,2015-12-31,建材
002786,2015-12-31,机械
002787,2015-12-31,机械
002788,2016-03-16,医药
002788,2018-05-03,医药
002789,2016-04-06,建筑
002790,2016-04-06,家电
002791,2016-04-06,建筑
002791,2019-08-21,建材
002792,2016-04-06,通信
002793,2016-04-29,机械
002795,2016-04-29,机械
002796,2016-06-03,机械
002797,2016-06-03,非银行金融
002798,2016-06-03,建材
002799,2016-07-04,轻工制造
002800,2016-06-03,交通运输
002800,2018-05-03,交通运输
002801,2016-07-04,机械
002802,2016-07-04,基础化工
002803,2017-01-24,轻工制造
002805,2016-07-04,基础化工
002806,2017-01-24,有色金属
002807,2017-02-07,银行
002808,2017-02-07,电子元器件
002809,2017-02-07,基础化工
002810,2017-02-07,基础化工
002811,2017-02-07,建筑
002812,2017-02-07,轻工制造
002813,2017-02-07,通信
002815,2017-02-07,电子元器件
002816,2017-02-07,机械
002817,2017-02-07,医药
002818,2017-02-07,商贸零售
002819,2017-02-07,机械
002820,2017-02-07,食品饮料
002821,2017-02-07,医药
002822,2017-02-07,建筑
002823,2017-02-07,机械
002824,2017-02-07,有色金属
002825,2017-02-07,轻工制造
002826,2017-02-07,医药
002827,2017-02-07,基础化工
002828,2017-02-07,石油石化
002829,2017-02-07,通信
002829,2017-11-17,计算机
002829,2019-07-22,国防军工
002830,2017-02-07,建筑
002831,2017-02-07,轻工制造
002832,2017-01-24,纺织服装
002833,2017-02-07,机械
002835,2017-02-07,计算机
002836,2017-02-07,轻工制造
002837,2017-02-07,机械
002838,2017-02-07,基础化工
002839,2017-02-07,银行
002840,2017-02-07,食品饮料
002841,2017-02-07,电子元器件
002842,2017-02-07,有色金属
002843,2017-02-07,机械
002845,2017-02-07,电子元器件
002846,2017-03-06,轻工制造
002847,2017-03-06,食品饮料
002848,2017-03-06,通信
002849,2017-03-06,机械
002850,2017-04-17,机械
002850,2019-07-22,电子元器件
002851,2017-04-17,电力设备
002852,2017-04-17,农林牧渔
002853,2017-04-17,轻工制造
002855,2017-04-17,基础化工
002855,2019-07-22,电子元器件
002856,2017-04-17,建筑
002857,2017-04-17,机械
002858,2017-04-17,传媒
002859,2017-04-17,轻工制造
002859,2019-07-22,电子元器件
002860,2017-06-13,家电
002861,2017-06-13,电子元器件
002862,2017-06-13,轻工制造
002863,2017-06-13,汽车
002864,2017-12-04,医药
002865,2017-06-13,汽车
002866,2017-06-13,计算机
002867,2017-06-13,纺织服装
002868,2017-06-13,农林牧渔
002869,2017-06-13,电子元器件
002869,2018-02-27,计算机
002870,2017-06-13,机械
002871,2017-06-13,机械
002872,2017-06-13,医药
002873,2017-06-13,医药
002875,2017-06-13,纺织服装
002876,2017-06-13,电子元器件
002877,2017-07-10,机械
002878,2017-07-10,传媒
002879,2017-08-03,电力设备
002880,2017-07-10,医药
002881,2017-07-10,电子元器件
002882,2017-08-03,电力设备
002883,2017-07-10,建筑
002884,2017-08-03,机械
002885,2017-07-10,电力设备
002886,2017-07-10,基础化工
002887,2017-10-17,建筑
002888,2017-08-03,电子元器件
002889,2017-08-03,传媒
002889,2019-07-22,交通运输
002890,2017-10-17,机械
002891,2017-10-17,食品饮料
002892,2017-10-17,电力设备
002893,2017-10-17,电力及公用事业
002895,2017-10-17,基础化工
002896,2017-10-17,机械
002897,2017-10-17,通信
002898,2017-10-17,医药
002899,2017-10-17,轻工制造
002900,2017-10-17,医药
002901,2017-10-17,医药
002902,2017-11-17,电子元器件
002903,2017-11-17,机械
002905,2017-11-17,传媒
002906,2017-11-17,计算机
002906,2019-07-22,汽车
002907,2017-11-17,医药
002908,2017-11-17,通信
002909,2017-11-17,基础化工
002910,2017-11-17,食品饮料
002911,2017-12-04,电力及公用事业
002912,2017-12-04,计算机
002913,2018-01-24,电子元器件
002915,2018-01-24,基础化工
002916,2018-01-24,电子元器件
002917,2018-01-24,基础化工
002918,2018-01-24,建材
002919,2018-01-24,基础化工
002920,2018-01-24,汽车
002921,2018-01-24,汽车
002922,2018-01-24,电子元器件
002923,2018-01-24,医药
002925,2018-01-24,电子元器件
002926,2018-02-09,非银行金融
002927,2018-03-07,电力设备
002928,2018-03-07,交通运输
002929,2018-03-07,通信
002930,2018-04-11,交通运输
002931,2018-04-11,机械
002932,2018-08-14,医药
002933,2018-09-07,国防军工
002935,2018-09-07,国防军工
002936,2018-10-31,银行
002937,2018-10-31,电子元器件
002938,2018-10-31,电子元器件
002939,2018-10-31,非银行金融
002940,2018-10-31,医药
002941,2018-12-20,建筑
002942,2018-12-20,基础化工
002943,2018-12-20,机械
002945,2019-03-14,非银行金融
002946,2019-03-14,食品饮料
002947,2019-03-14,电子元器件
002948,2019-03-14,银行
002949,2019-03-14,建筑
002950,2019-03-14,医药
002951,2019-04-24,轻工制造
002952,2019-04-24,电子元器件
002953,2019-05-22,电力设备
002955,2019-06-19,电子元器件
002956,2019-07-17,食品饮料
002957,2019-08-21,机械
002958,2019-04-24,银行
002959,2019-09-16,家电
002960,2019-08-21,机械
002961,2019-09-16,非银行金融
002962,2019-10-23,电子元器件
002966,2019-08-21,银行
003816,2019-09-16,电力及公用事业
300001,2009-11-13,电力设备
300002,2009-11-13,计算机
300003,2009-11-13,医药
300004,2009-11-13,机械
300005,2009-11-13,纺织服装
300006,2009-11-13,医药
300006,2010-09-09,医药
300007,2009-11-13,电子元器件
300008,2009-11-13,机械
300009,2009-11-13,医药
300010,2009-11-13,计算机
300011,2009-11-13,电力设备
300011,2015-06-01,机械
300012,2009-11-13,电子元器件
300012,2017-03-06,电力及公用事业
300013,2009-11-13,交通运输
300014,2009-11-13,电子元器件
300015,2009-11-13,医药
300016,2009-11-13,医药
300017,2009-11-13,计算机
300017,2013-05-03,通信
300017,2019-07-22,计算机
300018,2009-11-13,电力设备
300019,2009-11-13,基础化工
300020,2009-11-13,计算机
300021,2009-11-13,机械
300021,2011-05-05,建材
300022,2009-11-13,汽车
300022,2013-05-03,机械
300023,2009-11-13,机械
300023,2016-04-25,非银行金融
300024,2009-11-13,机械
300025,2009-11-13,通信
300026,2009-11-13,医药
300027,2009-11-13,传媒
300028,2009-11-13,电子元器件
300029,2010-01-11,机械
300030,2010-01-11,医药
300031,2010-01-11,基础化工
300031,2017-01-24,传媒
300032,2010-01-11,电子元器件
300033,2010-01-11,计算机
300034,2010-01-11,钢铁
300034,2015-10-01,国防军工
300035,2010-01-11,电力设备
300035,2015-05-01,机械
300036,2010-01-11,计算机
300037,2010-01-22,基础化工
300038,2010-01-22,通信
300038,2019-07-22,传媒
300039,2010-01-22,医药
300040,2010-01-22,电力设备
300041,2010-01-22,基础化工
300042,2010-01-22,电子元器件
300042,2015-05-01,计算机
300043,2010-02-03,轻工制造
300043,2019-07-22,传媒
300044,2010-02-03,计算机
300044,2012-05-02,建筑
300045,2010-02-03,计算机
300045,2014-06-03,国防军工
300046,2010-02-03,电子元器件
300047,2010-02-03,通信
300047,2013-05-03,通信
300047,2019-07-22,计算机
300048,2010-02-03,电力设备
300049,2010-02-03,医药
300050,2010-02-03,通信
300051,2010-03-04,传媒
300052,2010-03-04,传媒
300053,2010-03-04,电子元器件
300054,2010-03-04,基础化工
300054,2019-07-22,电子元器件
300055,2010-03-12,电力及公用事业
300056,2010-03-12,基础化工
300056,2015-02-01,电力及公用事业
300057,2010-03-12,轻工制造
300058,2010-03-12,传媒
300059,2010-04-02,传媒
300059,2019-09-16,非银行金融
300061,2010-04-02,轻工制造
300061,2019-07-22,传媒
300062,2010-04-02,电力设备
300063,2010-04-12,基础化工
300063,2017-01-24,传媒
300064,2010-04-12,建材
300065,2010-04-12,计算机
300065,2015-10-01,国防军工
300066,2010-04-12,机械
300067,2010-05-06,基础化工
300068,2010-05-06,电力设备
300069,2010-05-06,电力设备
300070,2010-05-06,电力及公用事业
300071,2010-05-06,传媒
300072,2010-05-12,石油石化
300072,2011-05-05,电力及公用事业
300072,2015-02-01,基础化工
300073,2010-05-12,基础化工
300074,2010-05-12,计算机
300075,2010-05-12,计算机
300076,2010-05-17,计算机
300077,2010-05-17,电子元器件
300078,2010-05-17,计算机
300079,2010-05-17,传媒
300080,2010-07-09,电力设备
300081,2010-06-03,通信
300082,2010-06-03,基础化工
300083,2010-06-03,电子元器件
300084,2010-06-03,石油石化
300084,2014-05-05,机械
300085,2010-06-09,计算机
300086,2010-06-09,医药
300087,2010-06-09,农林牧渔
300088,2010-06-09,电子元器件
300089,2010-07-09,轻工制造
300089,2019-07-22,综合
300090,2010-07-09,电力及公用事业
300091,2010-07-09,电力设备
300092,2010-07-22,机械
300093,2010-07-22,建材
300094,2010-07-22,农林牧渔
300095,2010-08-11,机械
300096,2010-08-11,基础化工
300096,2011-05-05,计算机
300097,2010-08-11,机械
300098,2010-08-11,通信
300098,2015-05-01,计算机
300099,2010-09-20,机械
300100,2010-09-20,汽车
300101,2010-09-20,通信
300101,2012-10-10,国防军工
300102,2010-09-20,电子元器件
300103,2010-09-20,机械
300104,2010-09-20,传媒
300105,2010-09-20,机械
300106,2010-09-20,食品饮料
300106,2012-05-02,农林牧渔
300107,2010-09-20,基础化工
300108,2010-09-20,基础化工
300108,2019-07-22,医药
300109,2010-09-20,石油石化
300109,2012-12-31,医药
300110,2010-08-25,医药
300111,2010-09-20,电力设备
300112,2010-09-20,机械
300113,2010-09-20,传媒
300113,2014-05-05,通信
300113,2015-05-01,传媒
300114,2010-09-20,机械
300114,2014-06-03,国防军工
300115,2010-09-20,电子元器件
300116,2010-09-20,机械
300117,2010-09-20,建筑
300118,2010-09-20,电力设备
300119,2010-12-07,医药
300119,2014-05-05,农林牧渔
300120,2010-12-07,电力设备
300121,2010-12-07,基础化工
300122,2010-12-07,医药
300123,2010-12-07,机械
300123,2019-07-22,国防军工
300124,2010-12-07,电力设备
300124,2015-06-01,机械
300125,2010-12-07,电力设备
300126,2010-12-07,机械
300127,2010-12-07,电子元器件
300128,2010-12-07,电子元器件
300129,2010-12-07,电力设备
300130,2010-12-07,计算机
300131,2010-12-07,电子元器件
300132,2010-12-07,基础化工
300133,2010-12-07,传媒
300134,2010-12-07,通信
300135,2010-12-07,石油石化
300136,2010-12-07,通信
300137,2010-12-07,机械
300137,2015-02-01,电力及公用事业
300138,2010-12-07,食品饮料
300139,2010-12-07,电子元器件
300140,2010-12-07,电力设备
300141,2010-12-07,电力设备
300142,2010-12-07,医药
300143,2010-12-09,食品饮料
300143,2018-06-07,医药
300144,2010-12-09,餐饮旅游
300145,2010-12-09,机械
300145,2017-03-06,电力及公用事业
300145,2017-10-17,机械
300146,2010-12-15,医药
300146,2017-03-06,食品饮料
300147,2010-12-15,医药
300148,2010-12-15,传媒
300149,2010-12-22,食品饮料
300149,2012-05-02,农林牧渔
300149,2019-07-22,医药
300150,2010-12-22,计算机
300151,2010-12-22,机械
300152,2010-12-29,机械
300152,2016-04-25,电力设备
300152,2018-05-03,电力及公用事业
300153,2010-12-29,电力设备
300154,2010-12-29,机械
300155,2011-01-10,电子元器件
300156,2011-01-10,机械
300156,2015-02-01,电力及公用事业
300157,2011-01-10,石油石化
300157,2012-10-10,计算机
300158,2011-01-10,医药
300159,2011-01-10,机械
300160,2011-01-14,建材
300161,2011-01-14,机械
300162,2011-01-14,电子元器件
300163,2011-01-14,建材
300164,2011-01-14,石油石化
300164,2014-05-05,机械
300164,2019-07-22,石油石化
300164,2019-08-21,机械
300165,2011-01-26,机械
300166,2011-01-26,计算机
300167,2011-01-26,计算机
300168,2011-01-26,计算机
300169,2011-01-26,基础化工
300170,2011-02-09,计算机
300171,2011-02-09,机械
300171,2019-07-22,医药
300172,2011-02-09,电力及公用事业
300173,2011-02-09,机械
300174,2011-02-09,基础化工
300175,2011-02-15,农林牧渔
300176,2011-02-15,汽车
300176,2019-07-29,机械
300177,2011-02-15,计算机
300178,2011-02-15,餐饮旅游
300179,2011-02-15,建材
300180,2011-02-22,基础化工
300181,2011-02-22,医药
300182,2011-02-22,计算机
300183,2011-02-22,电子元器件
300183,2018-05-03,通信
300184,2011-02-22,电子元器件
300185,2011-03-08,电力设备
300186,2011-03-08,医药
300186,2014-05-05,农林牧渔
300187,2011-03-08,电力及公用事业
300188,2011-03-16,计算机
300189,2011-03-16,农林牧渔
300190,2011-03-16,电力及公用事业
300191,2011-03-16,计算机
300191,2019-07-22,石油石化
300191,2019-08-21,机械
300192,2011-03-22,基础化工
300193,2011-03-22,机械
300194,2011-03-22,医药
300195,2011-03-29,机械
300196,2011-03-29,建材
300197,2011-03-29,建材
300197,2011-05-05,建筑
300198,2011-04-07,建材
300199,2011-04-07,医药
300200,2011-04-07,基础化工
300201,2011-04-07,汽车
300202,2011-04-15,计算机
300203,2011-04-15,机械
300203,2015-02-01,电力及公用事业
300204,2011-04-15,医药
300205,2011-04-21,计算机
300205,2014-05-05,通信
300206,2011-04-21,医药
300207,2011-04-21,电子元器件
300208,2011-04-26,电力设备
300209,2011-04-26,计算机
300210,2011-04-26,机械
300211,2011-05-05,通信
300211,2018-05-03,通信
300212,2011-05-05,计算机
300213,2011-05-05,通信
300214,2011-05-11,基础化工
300215,2011-05-11,电力设备
300216,2011-05-11,机械
300217,2011-05-18,家电
300218,2011-05-18,基础化工
300219,2011-05-18,电子元器件
300220,2011-05-25,电子元器件
300221,2011-05-25,基础化工
300222,2011-05-25,电力设备
300223,2011-05-31,电子元器件
300224,2011-05-31,电子元器件
300225,2011-05-31,基础化工
300226,2011-06-08,传媒
300227,2011-06-08,电子元器件
300228,2011-06-08,机械
300229,2011-06-15,计算机
300230,2011-06-15,基础化工
300231,2011-06-15,计算机
300232,2011-06-22,电子元器件
300233,2011-06-22,医药
300234,2011-06-22,建材
300235,2011-06-29,计算机
300236,2011-06-29,电子元器件
300236,2012-05-02,基础化工
300237,2011-06-29,汽车
300237,2018-05-03,建筑
300238,2011-07-06,医药
300239,2011-07-06,医药
300240,2011-07-06,交通运输
300241,2011-07-12,电子元器件
300242,2011-07-12,电子元器件
300242,2017-01-24,传媒
300243,2011-07-12,基础化工
300244,2011-07-19,医药
300245,2011-07-19,计算机
300246,2011-07-19,医药
300247,2011-07-29,家电
300248,2011-07-29,计算机
300248,2014-05-05,通信
300248,2015-05-01,计算机
300249,2011-09-01,家电
300250,2011-09-01,通信
300251,2011-09-01,传媒
300252,2011-09-01,通信
300252,2014-06-03,国防军工
300253,2011-09-01,计算机
300254,2011-09-01,医药
300255,2011-09-01,医药
300256,2011-09-01,电子元器件
300257,2011-09-01,机械
300258,2011-08-26,汽车
300259,2011-08-31,机械
300260,2011-09-06,机械
300261,2011-09-06,医药
300261,2012-05-02,基础化工
300262,2011-09-16,电力及公用事业
300263,2011-09-16,机械
300264,2011-09-16,通信
300265,2011-09-16,电力设备
300266,2011-09-27,机械
300266,2016-03-16,电力及公用事业
300267,2011-09-27,医药
300268,2011-09-27,农林牧渔
300269,2011-10-12,电子元器件
300269,2018-05-03,传媒
300270,2011-10-12,计算机
300270,2012-05-02,计算机
300271,2011-11-08,计算机
300271,2012-05-02,计算机
300272,2011-11-08,家电
300272,2012-05-02,家电
300273,2011-11-08,医药
300273,2012-05-02,医药
300274,2011-11-08,电力设备
300274,2012-05-02,电力设备
300275,2011-11-08,机械
300275,2012-05-02,计算机
300276,2011-11-16,机械
300277,2011-11-24,计算机
300278,2011-12-22,机械
300279,2011-12-30,家电
300280,2011-12-30,机械
300280,2016-04-25,综合
300280,2018-05-03,机械
300281,2011-12-30,机械
300282,2011-12-30,电子元器件
300283,2012-02-02,电力设备
300284,2012-02-02,建筑
300285,2012-02-02,基础化工
300286,2012-02-02,电力设备
300287,2012-02-02,计算机
300288,2012-03-02,通信
300288,2019-07-22,计算机
300289,2012-03-02,医药
300290,2012-03-02,计算机
300291,2012-03-02,传媒
300292,2012-03-02,通信
300293,2012-03-09,机械
300294,2012-03-09,医药
300295,2012-03-16,传媒
300296,2012-03-16,电子元器件
300297,2012-03-16,计算机
300298,2012-04-05,医药
300299,2012-04-05,通信
300299,2019-07-22,传媒
300300,2012-04-05,计算机
300300,2012-05-02,建筑
300300,2018-05-03,计算机
300301,2012-04-05,电子元器件
300302,2012-04-05,计算机
300303,2012-04-05,电子元器件
300304,2012-04-05,汽车
300305,2012-04-05,基础化工
300306,2012-04-05,机械
300307,2012-04-05,机械
300308,2012-05-04,机械
300308,2019-07-22,通信
300309,2012-05-04,机械
300309,2012-12-31,石油石化
300309,2014-05-05,机械
300309,2019-07-22,非银行金融
300310,2012-05-04,通信
300311,2012-05-04,计算机
300312,2012-05-09,通信
300313,2012-05-04,农林牧渔
300314,2012-05-09,医药
300315,2012-05-14,传媒
300316,2012-05-14,机械
300317,2012-05-14,家电
300318,2012-05-24,医药
300319,2012-05-24,电子元器件
300320,2012-06-04,基础化工
300321,2012-05-24,基础化工
300322,2012-06-11,通信
300323,2012-06-04,电子元器件
300324,2012-06-11,计算机
300325,2012-06-04,基础化工
300326,2012-06-14,医药
300327,2012-06-14,电子元器件
300328,2012-07-02,有色金属
300329,2012-07-02,轻工制造
300330,2012-07-02,计算机
300331,2012-07-02,电子元器件
300332,2012-07-02,电力及公用事业
300333,2012-07-02,计算机
300334,2012-07-06,机械
300334,2015-02-01,电力及公用事业
300335,2012-07-11,电力及公用事业
300335,2015-02-01,电力及公用事业
300336,2012-07-11,传媒
300337,2012-07-19,有色金属
300338,2012-08-02,机械
300338,2017-02-27,餐饮旅游
300338,2017-03-06,综合
300338,2017-03-07,综合
300339,2012-08-02,计算机
300340,2012-08-02,基础化工
300341,2012-08-02,电力设备
300342,2012-08-02,家电
300343,2012-08-02,基础化工
300343,2018-05-03,传媒
300344,2012-08-02,建材
300345,2012-08-02,建材
300346,2012-08-31,电子元器件
300347,2012-08-31,医药
300348,2012-08-31,计算机
300349,2012-08-31,电子元器件
300349,2014-05-05,机械
300350,2012-08-31,交通运输
300351,2012-10-10,机械
300351,2015-06-01,机械
300352,2012-09-13,计算机
300353,2012-10-10,通信
300354,2012-10-10,机械
300355,2012-10-10,建筑
300356,2012-10-10,电子元器件
300357,2014-02-10,医药
300358,2014-02-10,机械
300358,2015-05-01,医药
300359,2014-02-10,计算机
300359,2015-05-01,传媒
300360,2014-02-10,电子元器件
300362,2014-02-10,机械
300362,2016-03-16,电力及公用事业
300363,2014-02-10,医药
300364,2015-02-01,传媒
300365,2014-02-10,电力设备
300365,2015-05-01,计算机
300366,2014-02-10,计算机
300366,2014-05-05,通信
300366,2019-07-22,计算机
300367,2014-02-10,电子元器件
300367,2015-05-01,计算机
300368,2014-02-10,机械
300368,2019-07-22,计算机
300369,2014-02-10,计算机
300370,2014-02-10,电子元器件
300370,2014-05-05,机械
300371,2014-02-10,电子元器件
300371,2014-05-05,机械
300372,2014-02-10,电力设备
300373,2014-02-10,电子元器件
300374,2015-04-01,建材
300375,2014-02-10,汽车
300376,2014-02-10,电力设备
300377,2014-02-10,计算机
300378,2014-02-10,计算机
300379,2014-02-10,计算机
300380,2014-02-10,计算机
300381,2014-02-10,农林牧渔
300382,2014-02-10,机械
300383,2014-02-10,通信
300384,2014-08-01,机械
300384,2014-10-09,石油石化
300385,2014-07-01,电力及公用事业
300386,2014-07-01,计算机
300387,2014-07-01,基础化工
300388,2014-08-01,电力及公用事业
300389,2014-08-01,电子元器件
300390,2014-08-01,电子元器件
300391,2014-08-01,机械
300392,2014-10-09,传媒
300393,2014-10-09,电力设备
300394,2015-03-02,通信
300395,2014-10-09,建材
300395,2014-12-01,电子元器件
300396,2014-10-09,医药
300397,2014-10-09,国防军工
300398,2014-11-03,基础化工
300399,2014-11-03,计算机
300400,2014-11-03,机械
300401,2014-11-03,医药
300402,2014-11-03,机械
300403,2014-11-03,机械
300403,2016-04-25,轻工制造
300403,2019-07-22,家电
300404,2015-05-01,医药
300405,2014-11-03,基础化工
300406,2014-11-03,医药
300407,2015-01-01,电力设备
300408,2015-01-01,电子元器件
300409,2015-01-01,建材
300410,2015-01-01,机械
300411,2015-01-01,机械
300412,2015-01-01,机械
300412,2015-05-01,医药
300413,2015-02-01,商贸零售
300413,2019-03-14,传媒
300414,2015-06-01,通信
300415,2015-02-01,机械
300416,2015-02-01,机械
300417,2015-02-01,机械
300418,2015-02-01,传媒
300419,2015-02-01,计算机
300420,2015-03-02,机械
300421,2015-03-02,机械
300422,2015-03-02,电力及公用事业
300423,2015-03-02,电力设备
300424,2015-05-01,机械
300424,2018-06-08,国防军工
300425,2015-05-01,电力及公用事业
300426,2015-03-02,传媒
300427,2015-03-02,电力设备
300428,2015-04-01,有色金属
300429,2015-04-01,基础化工
300430,2015-04-01,机械
300431,2015-04-01,传媒
300432,2015-04-01,汽车
300433,2015-04-01,电子元器件
300434,2015-05-01,机械
300434,2019-07-22,医药
300435,2015-04-01,机械
300436,2015-05-01,医药
300437,2015-05-01,基础化工
300438,2015-05-01,电子元器件
300439,2015-05-01,医药
300440,2015-05-01,计算机
300441,2015-05-01,机械
300442,2015-05-01,机械
300443,2015-05-01,电力设备
300444,2015-05-01,电力设备
300445,2015-05-01,机械
300446,2015-05-01,电子元器件
300447,2015-05-01,国防军工
300448,2015-05-01,计算机
300449,2015-05-01,计算机
300450,2015-06-01,机械
300451,2015-06-01,计算机
300452,2015-06-01,医药
300453,2015-06-01,医药
300454,2018-06-07,计算机
300455,2015-06-01,计算机
300456,2015-06-01,国防军工
300456,2017-01-24,机械
300456,2019-07-22,国防军工
300457,2015-06-01,机械
300458,2015-06-01,计算机
300459,2015-06-01,基础化工
300459,2018-05-03,传媒
300460,2015-06-01,电子元器件
300461,2015-06-01,机械
300462,2015-06-01,电子元器件
300463,2015-06-01,医药
300464,2015-07-01,机械
300465,2015-06-01,计算机
300466,2015-06-01,机械
300467,2015-06-01,传媒
300468,2015-06-01,计算机
300469,2015-07-01,计算机
300470,2015-07-01,机械
300471,2015-07-01,机械
300472,2015-07-01,机械
300473,2015-07-01,汽车
300474,2016-04-06,国防军工
300475,2015-07-01,家电
300476,2015-07-01,电子元器件
300477,2015-07-01,电力设备
300478,2015-07-01,基础化工
300479,2015-07-01,计算机
300480,2015-08-06,机械
300481,2015-07-01,基础化工
300482,2015-07-01,医药
300483,2015-07-01,建筑
300484,2016-04-06,机械
300484,2016-04-25,电力设备
300485,2015-07-01,医药
300486,2015-07-01,机械
300487,2015-08-06,基础化工
300488,2015-08-06,机械
300489,2015-08-06,机械
300490,2015-12-31,电力设备
300491,2015-12-31,电子元器件
300492,2015-12-31,房地产
300492,2019-07-22,建筑
300493,2015-12-31,电子元器件
300494,2015-12-31,计算机
300494,2019-07-22,传媒
300495,2015-12-31,电力及公用事业
300495,2016-03-16,建筑
300496,2015-12-31,计算机
300497,2015-12-31,医药
300498,2015-12-01,食品饮料
300498,2016-04-29,农林牧渔
300499,2016-03-16,机械
300500,2016-03-16,建筑
300501,2016-03-16,轻工制造
300502,2016-04-06,通信
300503,2016-04-06,机械
300504,2018-04-11,通信
300505,2016-04-06,基础化工
300506,2016-04-06,建筑
300507,2016-06-03,汽车
300508,2016-04-29,计算机
300508,2019-07-22,机械
300509,2016-04-29,机械
300510,2016-06-03,电力设备
300511,2016-06-03,农林牧渔
300512,2016-06-03,机械
300513,2016-06-03,计算机
300514,2017-06-13,机械
300515,2016-07-04,电子元器件
300516,2016-07-04,电子元器件
300517,2017-01-24,建筑
300518,2016-07-04,传媒
300519,2016-07-04,医药
300520,2016-07-04,计算机
300521,2016-07-04,机械
300522,2016-07-04,基础化工
300523,2017-01-24,计算机
300525,2017-01-24,计算机
300526,2017-02-07,纺织服装
300527,2017-02-07,国防军工
300528,2017-02-07,传媒
300529,2017-02-07,医药
300530,2017-02-07,基础化工
300531,2017-02-07,通信
300531,2019-07-22,计算机
300532,2017-02-07,计算机
300533,2017-02-07,传媒
300534,2017-02-07,医药
300535,2017-02-07,基础化工
300536,2017-02-07,建筑
300537,2017-02-07,基础化工
300538,2017-02-07,基础化工
300539,2017-02-07,基础化工
300539,2019-07-22,轻工制造
300540,2017-02-07,机械
300541,2017-02-07,计算机
300542,2017-02-07,计算机
300543,2017-02-07,电子元器件
300545,2017-02-07,电子元器件
300546,2017-02-07,计算机
300547,2017-02-07,基础化工
300548,2017-02-07,通信
300549,2017-02-07,机械
300550,2017-02-07,计算机
300551,2017-02-07,机械
300552,2017-02-07,计算机
300553,2017-02-07,机械
300554,2017-06-13,机械
300555,2017-02-07,通信
300556,2017-02-07,计算机
300557,2017-02-07,机械
300558,2017-02-07,医药
300559,2017-02-07,计算机
300560,2017-02-07,通信
300561,2017-02-07,计算机
300562,2017-02-07,医药
300563,2017-02-07,通信
300565,2017-02-07,通信
300566,2017-02-07,电子元器件
300567,2017-02-07,机械
300568,2017-02-07,基础化工
300569,2017-02-07,电力及公用事业
300569,2019-07-22,电力设备
300570,2017-02-07,通信
300571,2017-02-07,通信
300572,2017-02-07,机械
300573,2017-02-07,医药
300575,2017-02-07,基础化工
300576,2017-02-07,基础化工
300577,2017-01-24,纺织服装
300578,2017-02-07,通信
300579,2017-02-07,计算机
300580,2017-02-07,汽车
300581,2017-02-07,国防军工
300582,2017-02-07,家电
300583,2017-02-07,医药
300584,2017-02-07,医药
300585,2017-02-07,汽车
300586,2017-02-07,基础化工
300587,2017-02-07,基础化工
300588,2017-02-07,计算机
300589,2017-02-07,机械
300590,2017-02-07,通信
300591,2017-02-07,纺织服装
300592,2017-02-07,建筑
300593,2017-02-07,通信
300594,2019-07-17,机械
300595,2017-02-07,医药
300596,2017-02-07,基础化工
300597,2017-02-07,通信
300598,2017-02-07,计算机
300599,2017-02-07,基础化工
300600,2017-03-06,机械
300601,2017-03-06,医药
300602,2017-03-06,电子元器件
300603,2017-02-07,通信
300604,2017-06-13,电子元器件
300605,2017-02-07,计算机
300606,2017-03-06,轻工制造
300606,2019-07-22,机械
300607,2017-03-06,机械
300608,2017-02-07,计算机
300609,2017-02-07,计算机
300610,2017-03-06,基础化工
300611,2017-03-06,汽车
300612,2017-03-06,传媒
300613,2017-03-06,电子元器件
300615,2017-03-06,通信
300616,2017-04-17,轻工制造
300617,2017-03-06,电力设备
300618,2017-04-17,有色金属
300619,2017-04-17,机械
300620,2017-04-17,通信
300621,2017-04-17,建筑
300622,2017-04-17,医药
300623,2017-04-17,电子元器件
300624,2018-02-09,计算机
300625,2017-04-17,家电
300626,2017-04-17,电力设备
300627,2017-04-17,通信
300628,2017-04-17,通信
300629,2017-04-17,机械
300630,2017-04-17,医药
300631,2017-04-17,电力及公用事业
300632,2017-04-17,家电
300633,2017-04-17,医药
300634,2018-04-11,计算机
300635,2017-04-17,综合
300636,2017-04-17,医药
300637,2017-06-13,医药
300637,2019-07-22,基础化工
300638,2017-06-13,通信
300639,2017-06-13,医药
300640,2017-06-13,轻工制造
300641,2017-06-13,基础化工
300642,2017-06-13,医药
300643,2017-06-13,汽车
300644,2018-02-09,汽车
300645,2017-06-13,计算机
300647,2017-06-13,电子元器件
300648,2017-06-13,机械
300649,2017-06-13,建筑
300650,2017-06-13,家电
300651,2017-06-13,轻工制造
300652,2017-06-13,汽车
300653,2017-06-13,医药
300654,2017-10-17,传媒
300655,2017-06-13,基础化工
300656,2017-06-13,电子元器件
300657,2017-06-13,电子元器件
300658,2017-06-13,轻工制造
300659,2017-06-13,计算机
300660,2017-06-13,电子元器件
300661,2017-07-10,电子元器件
300662,2017-07-10,综合
300663,2017-07-10,计算机
300664,2018-01-24,电力及公用事业
300665,2017-07-10,基础化工
300666,2017-07-10,电子元器件
300667,2017-07-10,电子元器件
300668,2017-07-10,建筑
300669,2017-07-10,机械
300670,2017-08-03,电力设备
300671,2017-08-03,电子元器件
300672,2017-08-03,电子元器件
300673,2017-08-03,农林牧渔
300674,2018-11-27,计算机
300675,2017-08-03,房地产
